Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1538,4.0,0.9172,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid vaksin campak padahal yang dipengen vaksin campak biar aman dari percampakan
1539,8.0,0.4887,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",ini orang yang percaya vaksin covid mengandung magnet pasti percaya juga lucinta luna mengandung bayi ajaib
1540,4.0,0.6918,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",setuju vaksin covid memang belum sempurna karena masih adanya varian baru tapi paling tidak sudah mulai melindungi mereka yang tubuhnya tidak menolak vaksin tersebut buat yang kurang mengerti film seperti itu memang menakutkan tidak tertutup kemungkinan itu ada tapi mungkin bukan di jaman ini
1541,10.0,0.4242,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",baru pulih total dari vaksin kedua sinovac mau cerita disini karena tidak ada cukup informasi tentang reaksi alergi vaksin covid
1542,8.0,0.4914,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",konsep vaksin covid itu bagaimana iya orang baik saja tbtb jadi tidak bisa nafas hipertensi
1543,4.0,0.8863,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kantor akhirnya mau ngadain vaksin covid guess what berapa orang yang bersedia
1544,1.0,0.2917,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",vaksin sinovac untuk coronavirus dokter hewan sudah mencoba dan takut ungkap kebenaran setelah melakukan otopsi pada ayam yang mati setelah di vaksin
1545,8.0,0.6622,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",dari kapan vaksin covid mengandung listrik sehingga bergesekan dengan tulang dan tulang jadi magnet wkwkwkkwkw
1546,9.0,0.8989,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",gokilll juga yeee efek samping vaksin astrazeneca di badan saya tertawa
1547,4.0,0.9464,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",banyak nya lanjut usia yang meninggal dunia setelah divaksin membuktikan qlo vaksin sinovac ini tidak aman bagi tubuh manusia malahan semakin memicu terjadinya kronis bagi mereka yang punya penyakit bawaan
1548,9.0,0.6458,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",itu akun isinya cuma tweet support vaksin astrazeneca sus sekali sudah wkwkwk
1549,10.0,0.4206,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",saya dari indonesia ustadz dan sudah menerima vaksin astrazeneca kebetulan adik syenerima vaksin sinovac adik saya tidak merasakan apa setelah vaksin hanya ngantuk dan lapar kalau saya setelah divaksin astrazeneca saya demam dan sakit semua badan selama hari
1550,4.0,0.2958,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",lihat wa story teman yang bilang vaksin covid ada chipnya buat manut sama pemerintah lah mau siapapun presidennya pasti bakal nyuruh vaksin juga kok lagian w tidak sepenting itu buat dipasangin chip tidak tahu saja jarum suntiknya ditaro di ice box dulu sebelum dipake he
1551,4.0,0.8485,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",anak dan keluarga saya no vaksin covid
1552,2.0,0.9173,"temu, bayi, kontra, vaksin, desa, covid, halal, cacar, beli, adil",semenjak mari vaksin covid terlambat mangan sitik langsung gemeter awakku hmmtalah
1553,9.0,0.6931,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",vaksin astrazeneca aman tidak sih kok cemas iya
1554,10.0,0.7029,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ngak mungkin hamil buca karena dia minggu lalu habis vaksin covid tahap pertama orang hamil ti dianjurkan untuk vaksin
1555,9.0,0.7747,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",vaksin astrazeneca terbukti di saya tidak berpengaruh sama kopi tetap saja buat ngantukk paraahhhh
1556,8.0,0.3128,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",setau mama orang habis vaksin covid keadaanya memburuk jadi nya aku bilang ma vaksin itu isinya bisa virus or bakteri yang dilumpuhkan yang dimasukkan ke tubuh kita tanpa melewati proses terinfeksi dulu
1557,9.0,0.2901,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",aku kan vaksin covid iya hari ini terus badan aku berasa pegal sih diarea yang di injeksi tapi iya aku fine saja sebab itu hal wajar yang aku heran mama sih yang kelewat khawatir sampai aku mesti menjelaskan seperti apa konsep vaksin itu
1558,9.0,0.4594,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",efek samping vaksin covid ternyata begini iya aku pusing sekali mikirin sunoo
1559,8.0,0.4374,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",efek vaksin covid buat typo
1560,9.0,0.8484,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kalau akun official emang bisa lebih dari menit mas
1561,9.0,0.6274,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",mau bertanya kalau sekarang saya vaksin sinovac astrazeneca terus ada kemungkinan mau suntik lagi pfizer ada efek samping aneh tidak
1562,4.0,0.9545,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak jokowi itu memang presiden terbaik indonesia bisa vaksin covid gratis negara lain belum tentu bisa juga sekolah gratis seumur hidup presiden beliaunya juga tidak apa-apa bismillah komisaris telekomunikasi
1563,4.0,0.5363,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin jangan lupa kalau memang ada kesempatan untuk mendapatkan vaksin covid segera laksanakan bayangin banyak yang mengantri di luar sana karena belum dapat kesempatan tapi menyia nyiakan ini untuk melindungi diri sendiri dan orang lain di sekitar kita
1564,1.0,0.8989,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",mungkin sebab arab saudi belum mengiktirafkan vaksin sinovac atau mana mana vaksin keluaran cina
1565,4.0,0.5725,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",meski saat ini vaksin covid sudah ditemukan dan mulai dilakukan vaksinasi bukan berarti kita bebas dari korona iya kunci utama memang menerapkan prokes m no debat
1566,10.0,0.629,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",syukurnya juta dosis vaksin sinovac sudah datang lagi tanggal mei kemarin iya sebentar lagi bakal ada gelombang vaksin
1567,7.0,0.4854,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",karena vaksin covid dapat meningkatkan imunitas kita terhadap serangan virus corona
1568,8.0,0.8284,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",meski vaksin covid telah ditemukan namun jumlah pasien yang terinfeksi masih terus bertambah bahkan ada beberapa laporan bahwa mereka yang telah dinyatakan sembuh dari covid kembali mengalami infeksi
1569,2.0,0.495,"temu, bayi, kontra, vaksin, desa, covid, halal, cacar, beli, adil",tebuskan dosa dengan cepat memberikan vaksin covid sakarang juga satu lagi kematian adalah satu dosa baru
1570,5.0,0.8961,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",update x jam pasca vaksin covid menggunakan astrazeneca astrazeneca tidak demam tidak pusing lemas ngantuk sedikit badan pegal dan sakit di area bekas suntikan masih sakit tidak ada perubahan signifikan yang terjadi sih i feel good
1571,8.0,0.3617,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",tanggal jan indonesia telah resmi melakukan vaksinasi dengan menggunakan vaksin sinovac menurut data bpom sinovac memiliki tingkat keamanan yang baik hingga kurang dr amp memiliki efikasi sekitar hal tersebut bukan menjadi bentuk pencegahan terhadap covid
1572,4.0,0.8697,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",min informasi vaksin covid daerah magelang dong
1573,8.0,0.282,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",alhamdulillah hari ini sudah mendapat vaksin covid tahap i semoga allah menghitung ini sebagai ikhtiar bersama untuk mengakhiri pandemi ketika sudah giliranmu untuk diimunisasi tidak perlu takut dan ragu iya
1574,8.0,0.4168,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",dalam video tersebut terlihat seorang pria berkumis yang merasa penasaran apakah benar ada medan magnet yang muncul setelah menerima suntikan vaksin covid penjelasan kemenkes soal dugaan adanya medan magnet di bekas suntikan vaksin covid
1575,8.0,0.6412,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",unggahan video pria berbaju kostrad sedang memperagakan dan menyebut adanya medan magnet di bekas suntikan vaksin covid viral di media sosial
1576,10.0,0.7023,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",habis dapat nd dose vaksin covid efek yang masih ada sampai sekarang adalah kedutan di mata kiri
1577,4.0,0.9085,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",hari ini vaksin corona terakir di stadion rumbai pekanbaru ayo buruhan siapa yang belum vaksin
1578,5.0,0.512,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",makan balbel musik dandelions benda yang dipegang selain hp kacamata barang yang dibeli kata sertifikat vaksin covid hal laptop rusak bagaimana ngerjain tugasnya hdeh
1579,4.0,0.8149,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sayangi badan sendiri rajin jaga kesehatan vaksin covid cumn buat cari untung pemerintah tunggu smpe ada pandemi baru sudah direncanakan
1580,9.0,0.8182,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",bedanya sama vaksin covid lain bagaimana kakak
1581,1.0,0.6113,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",fatwa mui pengguna vaksin astrazeneca ialah mubah boleh
1582,10.0,0.819,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ngechat semua teman nakesku perkara mau di vaksin astrazeneca sm kantor takut banget karena baca yang di bawah th tidak dianjurkan padahal di bali semua banjar juga pakai itu
1583,10.0,0.8701,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",vaksin sinovac tidak ada keluhan sama sekali setelah vaksin dosis pertama dan kedua
1584,4.0,0.5535,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",selama pandemi ini tidak pernah tes covid sama sekali tidak pernah vaksin covid juga tidak pernah pakai hand sanitizer paling cuci tangan saja pakai masker kalau keluar rumah doang apakah aku denial tidak juga tetap pakai prokes tahu virusnya ada diluar sana
1585,4.0,0.4976,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",dapat video bekas vaksin covid bisa ditempelin koin logam seribuan terus dicoba sama mamah ternyata benar bisa nempel sampai setengah jam tidak lepas lepas
1586,8.0,0.592,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",berjumpa saudara jauh obrolannya dateng vaksin covid katanya dipasangin chip bagaimana bagaimana
1587,6.0,0.5504,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",dengan distribusikan vaksin astrazeneca dan program vaksin astrazeneca
1588,10.0,0.437,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",teman saya sudah dapat kali dosin vaksin sinovac tetap tembus positif covid setelah bulan imunisasi meski bergejala ringan ayok hati hati lagi
1589,4.0,0.7466,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",media sosial dihebohkan dengan beredarnya video yang menunjukkan logam menempel pada kulit orang yang sudah divaksin karena mengandung magnet juru bicara satgas penanganan covid wiku bakti adisasmito menegaskan tidak benar vaksin covid mengandung magnet
1590,9.0,0.3988,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kalau selesai vaksin covid tu dikasih bubur kacang ijo tidak sih
1591,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ternyata di keluarga besar saya termasuk yang belum vaksin covid
1592,5.0,0.7563,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",efek setelah di vaksin sinopharm ringan lemas dan ngantuk ada yang pusing pusing dan pegal rata rata sih itu
1593,4.0,0.6891,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",salam dr untuk urusan haji tahun ink arab saudi tidak menerima vaksin sinovac jadi bagaimana dengan penerima sinovac sekiranya mereka ingin menunaikan haji atau umrah pada masa akan datang mohon penjelasan terima kasih
1594,4.0,0.697,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sudah yang ke berapa vaksin covid
1595,9.0,0.3129,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",comrade leonardov tapi teman saya vaksin astrazeneca pada demam tertawa
1596,4.0,0.898,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",haishh jgan jadi palatao kalau itu bukan bidang kita especially tentang vaksin covid
1597,8.0,0.3047,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",pagi antar nenek untuk vaksin covid kebagian nomor kayaknya harus datang subuh deh kalau begini
1598,9.0,0.8058,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",pas disuntik sih tidak begitu berasa neng perawatnya pinter nyuntiknya tapi efek mantapp wkwkwk kemarin aku vaksin sinovac
1599,8.0,0.7373,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",sudah x vaksin covid tapi masih terpapar covid apa gunanya divaksin iya herman aku jadinya
1600,10.0,0.4929,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",teman pena dari malaysia cerita seru sekali bagaimana pertempuran mendapatkan vaksin disana ditambah memang sedang lockdown total bertanya bertanya efek samping vaksin astrazeneca yang siva rasa lengan kiri pegal pegal lapar dan terasa letih itu semua makan waktu hari
1601,4.0,0.935,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",padahal padahal padahal padahal kita sudah besar besaran deh sosialisasi amp edukasi soal vaksin covid masih ada yang pikir kalau sudah vaksin itu bebas dr covid hmmmm
1602,10.0,0.9392,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",raiso mas kan rak keno vaksin sinovac seng iso mlebu iya seng wes vaksin sinovac
1603,1.0,0.663,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",atlit ygsudah vaksin sinovac karena sinovac tidak diakui jadi atlit cina dan atlit indo yang dapat vaksin sinovac akan di vaksin ulang amankah vaksin x dengan merk vaksin yang beda
1604,4.0,0.9242,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",hallo min pendaftaran vaksin covid untuk umum kapan di buka iya dan daftar umkm nya dimana terimakasih
1605,9.0,0.8485,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",alhamdulillah saya tidak suntik vaksin covid itu semua
1606,9.0,0.5047,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",emang kalau tidak di vaksin corona bisa parah sekali banyak yang sembuh tuh walau belum di vaksin
1607,4.0,0.8182,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ada yang tahu informasi tentang vaksin sinovac tidak
1608,10.0,0.7414,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",semoga lekas sehat kembali dan beraktivitas serta berkumpul bersama keluarga lagi aamiin iya allah makanya sampai saat ini saya amp keluarga tidak mau ikut vaksin covid bang
1609,10.0,0.3148,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",bude nungguin sampai saya selesai makan tapi sebelum makan nya habis bude sudah mempersiapkan koin di depan saya bude nyuruh nempelin koin itu di bekas suntikan vaksin covid saya saudara yang nelpon pun tidak mau matiin hp nya ttp mau nungguin saya selesai makan
1610,4.0,0.4735,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",skrng tmn saya tiap saya marah marah ran kemarin vaksin covid atau vaksin ikan piranha sih marah marah ngamuk ganas melulu
1611,4.0,0.4712,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid untuk usia tahun ke atas di bekasi tuh sudah ada belum iya
1612,8.0,0.5559,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",lalu apa yang sebenarnya terjadi apakah vaksin astrazeneca memang penyebab dari kematian para korban mari simak ulasannya pada tautan berikut
1613,4.0,0.7134,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tetap pakaaaiiiii sudah vaksin cacar pun masih bisa kena cacar apalagi vaksin covid bukan anti virus tidak ada jaminan tidak bakal terpapar virusnya
